symbol,kind,relpath,line,snippet
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,99,"""Legacy/VMX/Substrate/Memory/Invalidation/LegacyVmxTranslationInvalidationBackend.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,105,"""Legacy/VMX/Compatibility/Adapters/MemoryInvalidation/LegacyVmxTranslationInvalidationBackend.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,111,"""Legacy/VMX/Substrate/IO/LegacyVmxIoVirtualizationBackend.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,117,"""Legacy/VMX/Compatibility/Adapters/IO/LegacyVmxIoVirtualizationBackend.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,123,"""Legacy/VMX/Compatibility/Adapters/LegacyVmxV1/LegacyVmxV1AdapterBoundary.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,129,"""Legacy/VMX/Compatibility/Adapters/LegacyVmxV1/ExecutionDispatcherV4.Vmx.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,131,"""Return only as current VMX compatibility routing over the configured execution unit and retire-window boundary."","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,135,"""Legacy/VMX/Compatibility/Adapters/LegacyVmxV1/CPU_Core.PipelineExecution.Vmx.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,137,"""Return only as current VMX retire effect materialization over the pipeline retire boundary."","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,141,"""Legacy/VMX/Compatibility/Adapters/LegacyVmxV2/LegacyVmxV2AdapterBoundary.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,147,"""Legacy/VMX/Compatibility/Frontend/Decode/VmxInstructionPayload.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,151,"""Core/VMX/Compatibility/Frontend/Decode/VmxInstructionPayload.cs""),"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,153,"""Legacy/VMX/Compatibility/Frontend/Retire/VmxRetireModel.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,157,"""Core/VMX/Compatibility/Frontend/Retire/VmxRetireModel.cs""),"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,159,"""Legacy/VMX/Compatibility/Generated/VmcsProjection/ShadowVmcsNestedProjectionService.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxQuarantineEvidenceManifest.cs,163,"""Core/VMX/Compatibility/Generated/VmcsProjection/ShadowVmcsNestedProjectionService.cs""),"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,14,"""Core/VMX/Compatibility/Frontend/Decode/VmxInstructionPayload.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,23,"""Core/VMX/Compatibility/Frontend/Retire/VmxRetireModel.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,32,"""Core/VMX/Compatibility/Generated/VmcsProjection/ShadowVmcsNestedProjectionService.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,45,"""Core/VMX/Compatibility/Frontend/Decode/VmxCompatDecodeBoundary.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,48,"""Core/VMX/Compatibility/Frontend/Handlers/VmxCompatibilityAdmissionService.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,69,"""Core/VMX/Compatibility/Generated/VmcsProjection/NestedDomainControllerCompatibilityProjection.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,124,"""Core/VMX/Conformance/AbiFreeze/CompatAbiFreezeContract.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,127,"""Core/VMX/Conformance/GeneratedParity/GeneratedProjectionLineageBuildContract.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,130,"""Core/VMX/Conformance/GoldenArtifacts/VirtualizationGoldenArtifactManifest.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,133,"""Core/VMX/Conformance/NoEmission/VirtualizationNoEmissionContract.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,136,"""Core/VMX/Conformance/NoEmission/CompatibilityWriteNoEmissionContract.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,139,"""Core/VMX/Conformance/MigrationReplay/MigrationReplayContract.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,194,"""Core/VMX/Compatibility/Frontend/Decode/VmxInstructionPayload.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,203,"""Core/VMX/Compatibility/Frontend/Retire/VmxRetireModel.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,212,"""Core/VMX/Compatibility/Generated/VmcsProjection/ShadowVmcsNestedProjectionService.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,225,"""Core/VMX/Compatibility/Frontend/Decode/VmxCompatDecodeBoundary.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,248,"""Core/VMX/Compatibility/Frontend/Projection/Events/VmxTrapProjectionMapper.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,251,"""Core/VMX/Compatibility/Frontend/Projection/Nested/NestedExitMapper.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,279,"""Move Legacy/VMX to Desktop/New folder and build production project"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,283,"""Core/VMX legacy scan and Legacy/VMX source inventory"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,284,"""Core/VMX must stay free of legacy markers; Legacy/VMX must not restore removed heavy carriers.""),"
VMX,mention,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,291,"""dotnet test HybridCPU_ISE.Tests.csproj --no-build --filter FullyQualifiedName~Vmx"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,295,"""Move Legacy/VMX/Conformance to Desktop/New folder and build production/tests"","
VMX,mention,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,303,"""FullyQualifiedName~Vmx stale repository-shape path repaired: InstructionRegistry helpers are read from NonRTL/Core/Diagnostics."","
VMX,mention,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,304,"""FullyQualifiedName~Vmx passed 258/258 after the repository path repair."","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,309,"""Phase12VliwCompatFreezeTests remains a repository/ISA VLIW compatibility-freeze debt: 23/28 passed, 5 failed after the VMX freeze matrix passed."","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxRetainedSurfaceAndFreezeEvidenceContracts.cs,310,"""The remaining Phase12 failures are stale repository-shape and VLIW/InstructionsEnum/Add_VLIW allowlist issues, not VMX compatibility frontend authority evidence."","
VMX,mention,HybridCPU_ISE.Tests/VmxRefactoring/VmxTrapCompletionRouteRetirePublicationHardeningTests.cs,3,using YAKSys_Hybrid_CPU.Core.Vmx;
VMX,mention,HybridCPU_ISE.Tests/VmxRefactoring/VmxTrapProjectionPublicationFenceTests.cs,2,using YAKSys_Hybrid_CPU.Core.Vmx;
VMX,mention,HybridCPU_ISE.Tests/VmxRefactoring/VmxTrapProjectionPublicationFenceTests.cs,125,"Assert.DoesNotContain(""Vmx"", neutralFenceSource);"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxTrapProjectionPublicationFenceTests.cs,126,"Assert.DoesNotContain(""VMX"", neutralFenceSource);"
VMX,mention,HybridCPU_ISE.Tests/VmxRefactoring/VmxTrapProjectionPublicationFenceTests.cs,134,"Assert.DoesNotContain(""Vmx"", neutralRouteSource);"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxTrapProjectionPublicationFenceTests.cs,135,"Assert.DoesNotContain(""VMX"", neutralRouteSource);"
VMX,mention,HybridCPU_ISE.Tests/VmxRefactoring/VmxTrapProjectionPublicationFenceTests.cs,144,"Assert.DoesNotContain(""Vmx"", neutralHypercallSource);"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxTrapProjectionPublicationFenceTests.cs,145,"Assert.DoesNotContain(""VMX"", neutralHypercallSource);"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,17,"""Legacy/VMX/Substrate/Memory/Iommu/IOMMU.DomainBinding.partial.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,23,"""Core/VMX/Compatibility/Adapters/IO/IommuVmxCompatibilityAliases.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,41,"""Legacy/VMX/Substrate/Memory/Translation/LegacyVmcsMemoryTranslationControlProjection.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,44,"""Legacy/VMX/Compatibility/Frontend/Handlers/VmxExecutionUnit.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,47,"""Core/VMX/Compatibility/Frontend/Projection/Memory/MemoryTranslationControl.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,57,"""Legacy/VMX/Compatibility/Generated/VmcsProjection/ShadowVmcsBlock.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,60,"""Core/VMX/Compatibility/Generated/VmcsProjection/ShadowVmcsNestedProjectionService.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,66,"""Legacy/VMX/Substrate/Runtime/Binding/VmcsManager.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,79,"""Legacy/VMX/Compatibility/Adapters/LegacyVmxV1/ExecutionDispatcherV4.Vmx.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,85,"""Legacy/VMX/Compatibility/Adapters/LegacyVmxV1/CPU_Core.PipelineExecution.Vmx.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,125,"""Legacy/VMX/Substrate/Runtime/Binding/VmcsManager.cs"";"
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,154,"""Core/VMX/Compatibility/Adapters/IO/IommuVmxCompatibilityAliases.cs"","
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsShadowManagerEvidenceContracts.cs,177,"""Legacy/VMX/Substrate/Runtime/Binding/VmcsManager.cs"";"
VMX,mention,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsWriteCompatibilityControlPolicyTests.cs,3,using YAKSys_Hybrid_CPU.Core.Vmx;
VMX,usage,HybridCPU_ISE.Tests/VmxRefactoring/VmxVmcsWriteCompatibilityControlPolicyTests.cs,49,"Assert.Contains(""no frozen VMX control-bit value projection contract"", result.Reason);"
VMX,usage,HybridCPU_ISE/Arch/CsrAddresses.cs,17,///   <item>VMX virtualisation control registers (0x820–0x824)</item>
VMX,usage,HybridCPU_ISE/Arch/CsrAddresses.cs,102,// VMX (0x820–0x824)
VMX,usage,HybridCPU_ISE/Arch/CsrAddresses.cs,105,/// <summary>VMX enable/disable control. Set by VMXON/VMXOFF instruction plane.</summary>
VMX,usage,HybridCPU_ISE/Arch/CsrAddresses.cs,107,/// <summary>VMX capability discovery register.</summary>
VMX,usage,HybridCPU_ISE/Arch/CsrAddresses.cs,109,/// <summary>VMX control configuration register.</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,84,// Non-VMX CloseToRTL Iteration 03A: scalar bitmanip CTZ.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,91,// Non-VMX CloseToRTL Iteration 03B: scalar byte/half extension.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,102,// Non-VMX CloseToRTL Iteration 03C: scalar rotates.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,111,// Non-VMX CloseToRTL Phase 01: scalar boolean-invert.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,514,// ISA v4: VMX Instruction Plane — mandatory core
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,518,/// <summary>VMX On: enter VMX operation; VMX8 reserves and ignores the encoded operand.</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,520,/// <summary>VMX Off: leave VMX operation</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,522,/// <summary>VMX Launch: launch a new guest VM</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,524,/// <summary>VMX Resume: resume a suspended guest VM</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,526,/// <summary>VMX Read: rd = VMCS[field]</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,528,/// <summary>VMX Write: VMCS[rs1 field selector] = rs2</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,530,/// <summary>VMX Clear: clear VMCS pointed to by rs1</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,532,/// <summary>VMX Pointer Load: load VMCS pointer from rs1</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,534,/// <summary>VMX Pointer Store: rd = current VMCS pointer</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,536,/// <summary>VMX Call: guest-to-root VMExit with typed qualification</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,542,/// <summary>Invoke a policy-controlled VMX function leaf</summary>
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,677,// Non-VMX CloseToRTL Phase 01C: scalar min/max.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,687,// Non-VMX CloseToRTL Phase 01D: scalar byte/bit reverse.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,693,// Non-VMX CloseToRTL Phase 01E: scalar zeroing select.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,697,// Non-VMX CloseToRTL Phase 01A closure: canonical scalar popcount.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,701,// Non-VMX CloseToRTL Phase 02: scalar rotate-immediate.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,707,// Non-VMX CloseToRTL Phase 02: scalar register-indexed bitfield.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,717,// Non-VMX CloseToRTL Phase 02: scalar immediate-indexed bitfield.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,727,// Non-VMX CloseToRTL Phase 03: scalar address-generation and .UW.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,743,// Non-VMX CloseToRTL Phase 04: scalar carry-less high/reversed windows.
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,494,// Enum slots 260-266. Phase 08A opens ACCEL_STATUS only beyond
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,499,"ACCEL_QUERY_CAPS = 260,"
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,501,"ACCEL_SUBMIT = 261,"
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,503,"ACCEL_POLL = 262,"
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,505,"ACCEL_WAIT = 263,"
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,507,"ACCEL_CANCEL = 264,"
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,509,"ACCEL_FENCE = 265,"
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,511,"ACCEL_STATUS = 266,"
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,997,public const ushort ACCEL_QUERY_CAPS = (ushort)InstructionsEnum.ACCEL_QUERY_CAPS;
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,998,public const ushort ACCEL_SUBMIT = (ushort)InstructionsEnum.ACCEL_SUBMIT;
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,999,public const ushort ACCEL_POLL = (ushort)InstructionsEnum.ACCEL_POLL;
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,1000,public const ushort ACCEL_WAIT = (ushort)InstructionsEnum.ACCEL_WAIT;
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,1001,public const ushort ACCEL_CANCEL = (ushort)InstructionsEnum.ACCEL_CANCEL;
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,1002,public const ushort ACCEL_FENCE = (ushort)InstructionsEnum.ACCEL_FENCE;
ACCEL,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Common/CPU_Core.Enums.cs,1003,public const ushort ACCEL_STATUS = (ushort)InstructionsEnum.ACCEL_STATUS;
StreamRegisterFile,mention,HybridCPU_ISE/CloseToRTL/Core/Architecture/MemoryModel/Addressing/MemoryRangeOverlap.cs,4,/// Deterministic half-open range helpers for modeled cache/SRF invalidation.
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Registers/CSR/CsrFile.cs,64,"/// capability/configuration, VMX, and performance counters."
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/Registers/CSR/CsrFile.cs,246,// ── VMX (M-mode R/W — VmxEnable also updated by VMXON/VMXOFF) ─
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Architectural/CPU_Core.StateData.cs,237,// РІвЂќР‚РІвЂќР‚РІвЂќР‚ Blueprint Р’В§4 / Р’В§3.40: Explicit VMX state РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚РІвЂќР‚
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Architectural/CPU_Core.StateData.cs,240,"/// When <see langword=""true""/> this core is operating in VMX root mode (host)."
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Architectural/CPU_Core.StateData.cs,257,/// Per-core pipeline FSM state РІР‚вЂќ tracks VMX root/non-root and exception
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Architectural/CPU_Core.StateData.RuntimeOwnership.cs,80,/// Applies the runtime-visible VT FSM follow-through for a retired VMX effect
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Microarchitectural/CPU_Core.MemorySubsystemBinding.cs,10,private MemorySubsystem? _memorySubsystem;
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Microarchitectural/CPU_Core.MemorySubsystemBinding.cs,13,private static MemorySubsystem? CaptureDefaultMemorySubsystem() => Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Microarchitectural/CPU_Core.MemorySubsystemBinding.cs,16,"/// Returns the core-bound <see cref=""MemorySubsystem""/> captured at construction time."
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Microarchitectural/CPU_Core.MemorySubsystemBinding.cs,21,internal MemorySubsystem? GetBoundMemorySubsystem()
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Microarchitectural/CPU_Core.MemorySubsystemBinding.cs,24,// when the processor runs without a MemorySubsystem.  We use a separate
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Pipeline/PipelineFsmGuard.cs,41,"/// Non-VMX runtime reaches it through the <see cref=""PipelineEvent""/> plane."
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Architecture/State/Pipeline/PipelineFsmGuard.cs,42,/// VMX runtime reaches it through typed retire triggers rather than a
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/Dispatch/ExecutionDispatcherV4.cs,119,"InstructionClass.Vmx => true,"
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/Dispatch/ExecutionDispatcherV4.cs,203,"$""VMX opcode {FormatOpcode(opcode)} reached ExecutionDispatcherV4 eager execute surface without an authoritative retire-window publication follow-through. Direct callers must use CaptureRetireWindowPublications(...) or the mainline retire path instead of mutating compatibility-visible state through "
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/Dispatch/ExecutionDispatcherV4.cs,294,"InstructionClass.Vmx => ExecuteVmx(instr, state, vtId),"
VMX,mention,HybridCPU_ISE/CloseToRTL/Core/Execution/Dispatch/ExecutionDispatcherV4.cs,339,case InstructionClass.Vmx:
VMX,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/Dispatch/ExecutionDispatcherV4.VmxCompatibility.cs,35,"$""Unknown frozen VMX opcode {OpcodeRegistry.GetMnemonicOrHex(instr.CanonicalOpcode.Value)}."");"
StreamEngine,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/Memory/Ordering/GlobalMemoryConflictService.cs,22,"StreamEngine = 5,"
StreamEngine,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,219,"""Shared BurstIO helpers must fail closed instead of letting raw StreamEngine or authoritative vector carriers continue on partially materialized data, hidden partial success or stale scratch contents."");"
StreamEngine,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,363,"ChannelID = 0, // Use channel 0 for StreamEngine read transfers"
StreamEngine,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,559,"ChannelID = 1, // Use channel 1 for StreamEngine write transfers"
BurstIO,definition,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,31,internal static class BurstIO
BurstIO,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,219,"""Shared BurstIO helpers must fail closed instead of letting raw StreamEngine or authoritative vector carriers continue on partially materialized data, hidden partial success or stale scratch contents."");"
StreamRegisterFile,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,147,YAKSys_Hybrid_CPU.Memory.StreamRegisterFile? srf)
StreamRegisterFile,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,175,YAKSys_Hybrid_CPU.Memory.StreamRegisterFile? srf)
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,48,"/// Updated (ref3.md - PerfModel): Now uses MemorySubsystem if available,"
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,57,private static YAKSys_Hybrid_CPU.Memory.MemorySubsystem? ResolveActiveMemorySubsystem(
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,58,YAKSys_Hybrid_CPU.Memory.MemorySubsystem? memSub)
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,64,"/// Get the active backend (MemorySubsystem if available, otherwise fallback)"
MemorySubsystem,usage,HybridCPU_ISE/CloseToRTL/Core/Execution/StreamEngine/BurstIO/StreamEngine.BurstIO.cs,67,private static IBurstBackend GetBackend(YAKSys_Hybrid_CPU.Memory.MemorySubsystem? memSub)
